Date,VNI30,ACB,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,PNJ,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIC,VJC,VNM,VPB,VRE
05/10/2021,1456.21,25200,31103.2,55389,28795.5,77762,106106,36524,19600,41852.4,37773,22833.3,116807,62990,79695,61628.8,51704,70489.8,12750,153988,35896.6,25750,49100,28371,74013,77148,88600,130800,83700.9,23185.4,28450
06/10/2021,1461.72,25080,31182.3,56406,28600.3,77762,110487,36865,19400,42457.8,38182,22916.7,117634,63735,80153,61848.9,51704,71289.2,12850,151973,35496.8,25500,50300,28237,74013,78216,88600,129400,83420.7,22815.1,29400
07/10/2021,1462.74,24960,30984.5,57239,28649.1,77680,108053,37206,19280,42079.4,38500,23041.7,117221,63586,79466,62655.9,51800,70489.8,12650,152165,36163.2,25500,50000,28037,74942,77730,88800,128800,82953.6,23766.7,29300
08/10/2021,1476.54,25160,31024,56591,28746.7,81469,109416,36670,19480,42155.1,39591,23083.3,120364,63984,79771,63829.8,51704,72306.6,12450,156099,36296.5,25700,50700,28137,75096,77633,89300,128900,83700.9,23933.3,29150
11/10/2021,1510.27,26080,31657.2,57331,30259.7,81716,109513,36816,20520,43290.3,39682,24000,121605,64331,79389,65150.4,52663,74123.3,12400,156387,37229.4,26500,53000,28771,75484,78702,91900,132500,84074.6,24533.3,30450
12/10/2021,1509.57,26080,31855,57239,30064.5,81552,109027,36816,20440,43139,39591,23958.3,120364,65623,78626,64930.3,52759,72669.9,12700,156387,36785.2,26600,53000,28504,75096,78605,92900,132500,84448.3,24466.7,30800
13/10/2021,1505.55,26080,31578,55482,29966.9,81881,108053,36524,20560,42987.6,39591,23833.3,118379,66517,78321,66471,51608,73396.6,12500,154468,36429.8,26250,52400,28304,75096,77730,93100,133900,84168,24566.7,30400
14/10/2021,1503.38,25840,31301,55389,29869.2,81387,108345,37400,20760,42987.6,39818,23750,117551,66319,78092,68231.9,51704,73396.6,12500,153508,36429.8,26400,52500,28237,74864,76662,92500,134400,84074.6,24633.3,30700
15/10/2021,1504.84,25760,31261.5,55297,29918,81469,109027,37206,20520,43366,39864,23666.7,116641,65772,77863,66984.6,51416,73033.3,12300,156195,36207.6,26850,52600,29072,74709,76467,92600,131700,84074.6,25000,30500
18/10/2021,1510.49,25600,31103.2,55112,29478.8,81552,113407,36865,20560,43820.1,40273,23666.7,118296,64928,77634,68965.5,52183,71943.2,12350,153508,36296.5,26900,52900,29372,74322,76662,92600,131200,83887.8,25600,30800
19/10/2021,1507.19,25840,31696.7,56776,29576.4,81222,111460,36524,20360,43290.3,40500,23500,116641,64431,78321,68598.7,52567,71216.5,12300,152069,36340.9,26200,52700,29305,74632,77148,92400,135200,84354.8,25666.7,30300
20/10/2021,1505.03,25840,31459.3,55944,29283.6,80398,111460,36524,20040,43063.3,40273,23500,118379,64182,78092,70726.4,51704,71943.2,12300,148903,35807.8,26300,53200,29439,73548,76565,92300,135900,84074.6,25533.3,30950
21/10/2021,1489.26,25400,31261.5,55482,29039.5,79657,109221,36134,19680,43290.3,40818,23250,115980,63090,77863,70946.5,51320,71216.5,12050,145833,35274.7,26100,52900,29172,72774,75690,91000,131800,83233.8,25033.3,30600
22/10/2021,1488.71,25280,31103.2,55759,28941.9,79245,109124,37303,19640,42911.9,41409,23250,115897,63388,78855,72633.9,50744,71943.2,12100,150150,34830.4,26200,52300,28838,73006,75787,91800,131800,84541.7,24800,30650
25/10/2021,1476.97,25000,31024,59643,29186,78174,109027,38277,19600,41701,42364,23000,116145,63785,79237,71900.2,51896,72015.9,12250,150342,34030.7,25600,50900,28037,72851,76273,92100,131800,84168,24666.7,30400
26/10/2021,1482.62,24880,31024,59458,29186,79822,110779,38423,19760,42609.2,41864,23291.7,115483,63586,78855,70653,52375,71434.5,12350,149095,34475,25600,51000,28371,72774,76467,92200,132500,83700.9,24700,30600
27/10/2021,1516.46,25120,31578,60013,30357.3,80893,118469,38959,20160,43820.1,43636,23666.7,121440,65573,79313,71239.9,53047,74050.7,12400,153412,35896.6,26500,51500,28905,74400,78702,95000,134000,84448.3,25300,31200
28/10/2021,1529.26,25480,31538.5,60660,30552.5,80728,121681,39007,20440,43895.8,45000,23750,125493,65573,82290,69919.3,52567,73832.7,12750,157922,36252.1,26700,51800,29639,75793,78702,95000,133500,84635.1,25733.3,31000
29/10/2021,1532.35,26400,32844.3,59828,30747.7,79822,121195,38764,20200,43214.7,46364,23750,124831,65275,83435,70432.9,51896,75576.7,12650,153988,35985.5,26600,51600,29939,75871,83074,95800,132000,84728.5,25366.7,31200
01/11/2021,1516.75,26160,33081.7,59273,31431,78916,118080,38326,20240,42155.1,44545,23666.7,120364,64580,83664,68305.2,51704,73469.3,13100,155427,36785.2,26600,51600,28971,75096,81908,95800,130000,84074.6,25033.3,31150
02/11/2021,1521.35,26520,33200.5,59920,31626.3,79163,118372,41004,20480,42003.7,45818,23666.7,120364,64033,82519,69919.3,52087,76303.4,12850,158497,37629.3,26650,51600,29238,75793,82589,95800,132000,83327.3,25033.3,30850
03/11/2021,1530.65,27080,34071,58718,32211.9,79163,116814,38277,21760,42079.4,42909,24291.7,120364,63984,80305,68598.7,50840,75940.1,12600,165597,37051.7,27900,53700,29506,76413,80548,95300,129800,82393.1,25600,31700
04/11/2021,1528.21,26800,34822.9,58718,31821.5,79080,113991,38910,21640,42609.2,43136,24083.3,122349,64530,79389,68745.4,50553,75576.7,12650,164829,38206.8,27450,53300,29205,76180,80354,95000,129600,82579.9,25333.3,31550
05/11/2021,1531.76,26800,34506.3,59181,31919.1,80398,119150,39056,21360,42836.2,43818,23875,122267,65573,80153,69625.9,51704,78483.5,13000,165021,38118,27650,53000,29038,75484,79674,95000,130000,83327.3,25300,31200
08/11/2021,1535.66,26720,34743.8,59554,32016.7,80234,119734,39641,21600,42987.6,43682,23750,125741,65375,79847,68305.2,52471,78483.5,13100,166652,39539.6,27850,52600,29238,76025,80062,94900,131800,84821.9,25033.3,30850
09/11/2021,1527.13,26760,34031.5,60773,32163.1,79410,116035,39543,22160,42760.6,44000,23833.3,122267,64580,78626,67718.3,52279,77030.1,12850,166940,39361.9,28100,52300,28971,75174,80645,94900,131000,83887.8,24700,30400
10/11/2021,1523.79,26720,34031.5,60492,31723.9,79904,117204,40030,22400,41852.4,43909,23833.3,122184,65325,79389,65443.9,55924,74850,13100,166940,39717.3,28450,51700,29372,75561,80257,94900,129700,83794.3,24466.7,30900
11/11/2021,1514.36,26400,33873.2,59273,31187,79080,115841,40809,22160,40868.5,45273,23416.7,121522,67064,80534,67424.8,57363,75940.1,12900,165021,39228.6,27700,51500,28704,76103,79188,94800,128600,83700.9,24333.3,30300
12/11/2021,1527.94,26680,34189.8,58898,31919.1,80728,114965,40322,22400,41322.6,45000,23791.7,123756,67560,80916,67058,57555,79864.3,12950,165021,39628.5,28100,52500,29038,76025,79674,94500,128600,83420.7,24500,30100
15/11/2021,1528.68,26720,33873.2,58804,31723.9,80151,115743,39446,23080,40565.8,44818,23833.3,127396,69249,79084,66764.5,57651,80518.3,13850,163102,40694.7,27950,52000,29339,75638,81617,95000,127000,83140.4,24100,30200
16/11/2021,1517.22,26520,33873.2,60586,31626.3,80975,113602,38326,22320,39354.9,43864,23875,125741,68504,78702,66397.7,56404,78483.5,14050,163678,39761.7,28050,52000,29172,75251,80645,94800,127900,82766.8,24100,30050
17/11/2021,1519.58,26640,34506.3,60211,31479.8,80975,114283,38959,22240,38900.8,43909,23916.7,124500,68504,78779,66030.8,59570,77320.8,14150,163582,40739.1,28000,52200,28871,75871,81131,96300,127900,82953.6,24100,30450
18/11/2021,1503.42,26000,35218.6,60211,31382.2,79492,110779,38813,22600,37803.4,43273,23583.3,122432,69051,78397,65737.4,58514,77175.5,14650,161376,43582.4,27650,51500,28671,75096,80451,94500,126500,82206.3,23600,31100
19/11/2021,1500.05,26760,35139.5,57303,32016.7,78504,103186,36719,24160,36327.6,41727,23583.3,121936,69051,78015,66544.4,56980,74341.3,13950,160320,43093.7,27900,52300,29038,75174,78216,94800,127800,80431.4,24133.3,30500
22/11/2021,1517.04,27320,36049.6,56459,33676.1,78257,99389,34673,25840,36819.5,39091,24333.3,124004,68852,77939,66691.1,53622,75576.7,13050,161184,43182.6,28800,53100,31041,76490,78702,94800,128000,80524.8,24466.7,29900
23/11/2021,1533.12,27160,35376.9,58523,33285.7,79575,101823,36524,25440,37500.6,41364,24083.3,129464,71038,81069,66544.4,54677,76812.1,13800,161184,46203.6,28500,52600,32509,76722,80160,94800,132000,80618.2,24166.7,30150
24/11/2021,1565.29,28280,36445.3,58898,34554.6,80646,100265,36232,26800,36819.5,42636,25750,129877,71535,81221,66324.3,54677,76812.1,13600,161184,47269.8,30450,55500,32776,81135,81326,94100,132200,81739.2,24866.7,31100
25/11/2021,1572.46,28120,35891.3,59179,34310.6,82375,101142,36816,26000,37273.6,42455,25750,130291,72031,83206,69112.3,55637,75649.4,13850,158305,48869.2,30650,54900,32843,82916,81520,94000,132000,81739.2,25333.3,30850
26/11/2021,1566.55,27680,35970.5,58335,33480.9,81469,99292,35988,25080,37122.2,42136,25250,130291,70293,84504,70286.2,54486,73760,13550,153700,47536.4,30850,54000,31708,81290,80937,98500,129500,82486.5,26133.3,30400
29/11/2021,1553.04,27320,35218.6,58147,33432.1,80810,96761,35842,25200,36630.3,41545,24833.3,126155,68306,84122,68965.5,52663,71289.2,13450,149766,49135.7,29900,52300,31508,78271,82394,105300,125000,81739.2,25600,30150
30/11/2021,1537.59,26640,35139.5,57210,32748.8,79987,95690,37790,24400,37046.5,42227,24166.7,123425,69001,83969,68672.1,51896,71143.9,13500,147752,49668.9,28900,51800,30106,76567,82200,105000,122500,81832.6,25133.3,29800
01/12/2021,1549.81,26800,35060.3,57303,33188,80893,95885,37498,25600,37084.4,41818,24583.3,124004,69001,87023,68231.9,52087,70707.8,14000,150150,49046.9,29900,52400,32209,76645,80548,106000,120000,81739.2,25266.7,29700
02/12/2021,1540.88,26560,34981.2,56834,32992.8,80069,95788,37644,25200,36781.6,42091,24250,125741,68057,87252,69552.5,53239,70780.5,14150,152549,47980.7,29300,51700,32309,76722,79965,107200,120400,81645.8,24666.7,29650
03/12/2021,1503.98,26040,33240,54208,32211.9,78669,94035,35550,24800,36100.5,41864,23583.3,124914,66319,84733,69625.9,51128,68309.7,13550,150630,44870.8,28000,50200,31375,75871,77925,105500,120400,80151.1,23800,28100
06/12/2021,1480.92,25840,33200.5,53927,31333.4,77845,89557,35063,23280,34624.7,39364,22916.7,124914,65275,84733,70139.4,49593,66275,13900,145449,45315.1,27000,49000,31375,73858,77439,105600,120500,79684,23666.7,28000
07/12/2021,1512.62,26360,34506.3,54771,31919.1,79080,93938,35647,24000,36024.8,41182,23458.3,125658,66319,85954,71753.5,51320,68164.4,14850,146792,46381.3,28050,50000,31909,76025,79285,106700,123000,80805,23766.7,29950
08/12/2021,1516.16,26480,34822.9,54115,32211.9,78751,95593,36037,24240,35722.1,41636,23666.7,124997,66517,86947,72340.5,51608,70199.2,15100,146696,46025.9,28600,50000,34112,76413,78702,105900,121400,80337.9,23833.3,30100
09/12/2021,1529.61,26640,34822.9,54208,32944,79904,96080,36378,24600,35646.4,43727,23791.7,127396,66567,87786,72487.2,51896,72027.2,15450,146313,47802.9,28850,50400,34178,76800,79285,107000,123500,81272.1,23733.3,30450
10/12/2021,1519.46,26720,35297.8,55146,32748.8,78916,94035,36524,24560,35192.3,43455,23625,127148,66617,86260,72413.8,51128,71149.8,16250,146121,47092.1,28600,50200,34712,77419,78605,103100,124500,80618.2,23866.7,30350
13/12/2021,1520.8,26720,36010,55521,32700,79080,95398,37498,24040,35230.2,45091,23666.7,129050,67014,85573,72120.4,51512,72027.2,16200,146121,47447.5,28650,50000,33711,77109,79771,103200,125800,80711.6,23600,30450
14/12/2021,1516.44,26640,35851.8,54865,32400,78833,95593,37157,23680,36100.5,44091,23541.7,129877,67262,86336,67865,52279,70345.4,16600,146600,46825.6,28100,50100,33711,76877,79771,102500,124000,80618.2,23333.3,30200
15/12/2021,1519.42,26720,35535.2,54584,32250,78998,95106,36767,24040,36176.2,43818,23750,133186,67511,87786,68965.5,52375,70199.1,16100,146313,45937,28350,50200,34712,77342,80257,100000,124000,80618.2,23100,30400
16/12/2021,1510.17,26400,35535.2,54396,32500,78669,95982,36865,23760,35949.1,44000,23541.7,132359,66368,87786,71680.1,52663,68517.3,17200,144873,45226.2,28600,49850,34178,76722,79965,100000,122800,80898.4,22466.7,30100
17/12/2021,1513.56,26560,35535.2,54021,32950,79410,96372,37254,23600,35343.7,45818,23500,130291,66815,87939,70066.1,52087,69833.5,17100,143914,46647.9,28300,49850,34245,74709,82103,102000,122500,80057.7,22533.3,30800
20/12/2021,1513.6,26480,35297.8,53083,32450,78916,94133,36621,23680,35495,45455,23250,134014,66070,88015,70066.1,50840,68882.9,18250,142955,47536.4,28650,49500,35867,77032,81131,99000,122100,80057.7,22766.7,31050
21/12/2021,1511.48,26240,34664.6,53458,32000,78421,91504,36719,23520,34889.6,45636,23291.7,137819,66070,89008,70286.2,50840,69321.7,18700,142859,46647.9,28200,49250,34966,76567,83560,98100,122500,79870.9,22766.7,31400
22/12/2021,1504.12,26160,34268.9,52989,31650,78257,92673,37985,22320,34132.8,47000,23041.7,140632,66964,89084,69112.3,50649,69102.3,19000,141611,45403.9,27650,48900,34245,76900,83269,99600,122700,79777.4,22400,31500
23/12/2021,1477.37,26000,34500,51489,32200,76774,92673,37985,21480,34019.2,47000,22750,141459,66368,86260,69552.5,50649,68517.3,18500,140940,43538,27400,47350,33074,76500,80160,96000,123900,79123.5,21600,31000
24/12/2021,1506.67,26400,35000,52520,32900,77268,93159,38034,22960,34851.7,46364,23458.3,141459,66865,88900,69332.4,50840,69248.5,17250,141036,43582.4,28200,48900,35372,78500,80548,96500,124000,80337.9,22833.3,31250
27/12/2021,1514.55,26520,35300,52614,33400,77845,93354,37595,23000,34738.2,48182,23458.3,139804,67014,89000,69405.7,51896,70199.1,18450,141899,43671.3,28100,48850,36723,79800,80451,99000,125000,80431.4,22900,31300
28/12/2021,1523.54,26920,35200,52239,33900,77845,95496,36865,24400,34662.5,47727,23583.3,141872,67461,87000,69038.9,51608,69906.6,18350,142283,43360.3,30050,49150,37895,80000,80451,98400,125200,79870.9,23033.3,30800
29/12/2021,1515.94,27040,35200,51770,34150,77103,94425,35939,24480,34662.5,48182,23583.3,142286,66766,87000,68231.9,51800,68151.7,18000,142283,44115.5,29500,49100,37264,79500,79382,95500,125200,79590.6,23166.7,30550
30/12/2021,1519.62,27120,35400,51676,33800,77103,94425,36037,24480,34586.9,47364,23708.3,141872,66716,86300,69259,51800,67639.8,17450,142859,46736.7,30500,49300,36723,78400,79285,95000,126000,79684,23600,30500
31/12/2021,1535.71,27600,37100,52520,33900,76609,93646,35988,24680,35116.6,46364,24083.3,141459,67511,91000,69846,51704,70345.4,17500,144873,46025.9,31500,50000,36994,78800,79674,95100,128300,80711.6,23866.7,30100
04/01/2022,1558.87,27520,37400,53364,34750,77021,99195,36621,24880,35381.5,49455,24250,140632,68455,89000,69552.5,53622,70564.8,18700,150630,47092.1,32100,50900,38526,79000,82686,101000,126000,80991.9,24033.3,31150
05/01/2022,1546.01,26960,37050,53083,34750,77103,102212,37400,24400,35419.4,50636,23916.7,133186,68107,89100,68818.8,53430,69541,19000,152837,46914.4,32550,50500,37850,78000,81617,100000,123000,80524.8,23666.7,33300
06/01/2022,1544.95,27000,38000,52708,34000,77021,100947,37595,24400,34889.6,51636,23625,127230,68306,88200,68818.8,53239,69175.4,19250,150246,46114.7,32700,49900,37850,79100,82880,104500,123800,79777.4,23433.3,35600
07/01/2022,1532.24,26640,39200,52145,33200,76939,104646,37498,24240,34662.5,51455,23833.3,127396,67312,86400,68231.9,54006,68663.5,20150,148886,45848.2,31950,49450,36949,79800,82977,102200,123800,79590.6,23066.7,34750
10/01/2022,1514.7,26400,38850,51301,33300,75785,99292,36719,23680,34549,49182,23416.7,126568,66070,83900,68598.7,52759,68151.7,18750,147719,44026.7,31600,48650,36453,79500,82977,102300,123800,79495.6,22933.3,35000
11/01/2022,1499.74,26200,39400,50457,33000,73726,100557,35842,23440,34132.8,48182,23250,119868,65474,84500,67938.4,51896,68809.8,18650,148594,42738.3,32450,48450,36228,79400,81228,101000,123800,79495.6,22866.7,34200
12/01/2022,1530.04,26480,42150,50645,34150,73808,105133,36037,24760,34965.3,48818,24333.3,119868,67560,83800,66030.8,52567,67786,18150,148497,44870.8,34700,50400,38751,80000,81228,100800,123200,78925.8,23600,36000
13/01/2022,1526.43,26680,44000,50645,35150,75868,102212,34576,24640,35343.7,48636,24750,119785,67312,83500,66397.7,51992,68809.8,16900,146748,43404.7,34300,50500,37985,81900,79868,98800,122000,78925.8,23500,33800
14/01/2022,1523.57,26440,44250,50832,35450,75209,102699,34771,24480,35003.1,48636,24708.3,119785,66567,82000,67351.5,52759,68663.5,17700,147622,43271.4,35000,49750,37760,83400,79868,98900,122000,80445.4,23233.3,34400
17/01/2022,1478.61,26200,43650,49425,35000,73314,101823,32384,23200,33830,45273,24583.3,117469,64580,80000,63463,51416,68371,16500,145776,40250.4,32600,48600,36228,86200,76856,97000,120500,78735.8,22033.3,32000
18/01/2022,1477.06,26240,44900,48394,34550,72573,104159,30290,23640,33300.3,45909,24916.7,117551,64630,80100,64563.5,51800,68224.8,15400,146748,37584.8,33900,48750,35056,87600,74816,95900,124500,79210.7,22166.7,32400
19/01/2022,1482.55,26400,43650,48675,33800,72738,104159,30972,23160,32921.8,47182,24666.7,122019,66319,80000,65297.2,51896,68444.2,16050,145776,40161.6,32900,48850,35417,86800,75399,95800,126300,79210.7,22333.3,33250
20/01/2022,1492.81,26360,46700,49050,35100,73149,105717,31654,23120,33300.3,47000,25166.7,123425,66567,80200,66030.8,51896,69029.2,17000,145776,40605.9,33800,48850,35687,87100,76370,95000,123600,78830.8,22633.3,33600
21/01/2022,1502.16,26760,47350,49238,35550,72655,104549,31557,23360,32770.5,46182,26500,124914,66169,80000,65884.1,52567,69833.5,16650,143832,39584,34600,49800,36047,89200,77148,95500,122000,78450.9,22866.7,33100
24/01/2022,1471.31,27480,46900,47925,35650,70266,104257,29365,23200,30802.7,44636,26750,118296,64530,78100,62655.9,52087,70857.3,15500,140916,36829.6,33300,50300,34020,93000,74038,95000,120500,76931.3,22300,31000
25/01/2022,1516.16,27880,49000,48394,37000,71255,106593,30437,24040,32732.6,45364,27166.7,126568,65077,79000,66030.8,52183,70930.4,16550,140916,38029.1,34700,51900,35822,95800,78702,96000,121300,75221.7,23266.7,33150
26/01/2022,1525.31,28360,48100,49707,37650,70843,109221,30193,24560,32884,45818,27750,121605,65524,79400,63683.1,54677,73855.4,16300,139653,37718.1,35550,52400,35326,94500,78896,96400,121100,75696.6,23933.3,33900
27/01/2022,1516.57,27920,47600,50457,36900,70761,108832,29901,24640,31900.1,45545,27500,117469,65325,79000,64196.7,54677,73855.4,16400,144609,38562.2,35400,51900,36228,91000,78702,96500,121100,78925.8,23633.3,34200
28/01/2022,1532.24,27640,47950,51020,36900,73726,106106,30388,24720,31938,45455,28083.3,118296,65822,79900,66617.8,53814,76049.1,16800,144512,40028.3,35550,52800,37805,89000,78022,97000,121900,78925.8,24433.3,34950
07/02/2022,1541.25,27760,47400,52051,36300,73726,111655,31362,24880,32581.3,46000,28166.7,122349,66517,80000,66764.5,56308,78462.2,17850,147817,40739.1,35600,52800,37579,92400,79868,91200,130400,79305.7,24200,35500
08/02/2022,1550.46,28600,47350,51958,36500,74632,110973,32141,25120,34473.3,45818,28166.7,120364,67709,79200,65297.2,56404,76780.3,17900,150440,40561.4,35850,53800,37850,92000,78896,87300,131500,77881,24866.7,35500
09/02/2022,1552.44,28480,48400,52426,36350,74715,107080,32238,25280,35797.8,48273,27750,121274,68057,79000,66617.8,56980,75537.2,17800,149469,40605.9,35050,53600,37399,90800,79188,85700,135000,78640.9,24733.3,35900
10/02/2022,1548.95,28440,48400,51958,36750,75785,109027,32725,25200,35570.7,48000,28125,123756,67709,78500,66030.8,58035,75537.2,18550,152579,40072.7,34750,53600,37129,91300,77828,84000,133000,78545.9,24466.7,36000
